"sequence","species_id","species_name","pdb","prophage","modeller","uniprot","Identity","Coverage1","Coverage2","rank","kegg_hit","EC.x","uniref_hit","uniref_identity","uniref_bitScore","uniref_eVal","cazy_hits","kofam","refseq","swissprot","evalue","score","COG_category","Description","EC.y"
"SpeciesTaxid_1680.NC_008618.1_321","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_321.pdb.gz","NO","YES","A0A2G5PWL7","99.4","99.4","100","C","small subunit ribosomal protein S9",NA,"UniRef90_B3DQ00 30S ribosomal protein S9 n=72 Tax=Bifidobacterium TaxID=1678 RepID=RS9_BIFLD",0.872,297,2.55e-89,"0","small subunit ribosomal protein S9",NA,NA,1.71e-97,285,"J","Belongs to the universal ribosomal protein uS9 family","-"
"SpeciesTaxid_1680.NC_008618.1_322","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_322.pdb.gz","NO","NO","/","/","/","/","B","",NA,"UniRef90_A0A173X6V2 Glycogen debranching enzyme GlgX n=85 Tax=Bifidobacteriales TaxID=85004 RepID=A0A173X6V2_9BIFI",0.956,1388,0,"GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1)","glycogen debranching enzyme [EC:3.2.1.196]",NA,NA,0,1418,"G","Belongs to the glycosyl hydrolase 13 family","3.2.1.196,3.2.1.68"
"SpeciesTaxid_1680.NC_008618.1_323","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_323.pdb.gz","NO","NO","A1A060","100","99.2","100","C","",NA,"UniRef90_A0A173X6V2 Glycogen debranching enzyme GlgX n=85 Tax=Bifidobacteriales TaxID=85004 RepID=A0A173X6V2_9BIFI",1,254,3.56e-75,"0",NA,"glycogen debranching protein glgx",NA,2.06e-80,258,"G","Belongs to the glycosyl hydrolase 13 family","3.2.1.196,3.2.1.68"
"SpeciesTaxid_1680.NC_008618.1_324","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_324.pdb.gz","NO","NO","A1A061","100","99.7","100","B","",NA,"UniRef90_A0A564VBI9 Sorbitol dehydrogenase n=26 Tax=Bifidobacterium TaxID=1678 RepID=A0A564VBI9_BIFBR",0.909,634,1.66e-202,"0","formaldehyde dismutase [EC:1.2.98.1]",NA,NA,7.06e-225,621,"C","Zinc-binding dehydrogenase","1.1.1.1,1.1.1.287,1.6.5.5"
"SpeciesTaxid_1680.NC_008618.1_325","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_325.pdb.gz","NO","NO","A0A087B7Q3","100","99.3","100","C","",NA,"UniRef90_A1A062 VOC domain-containing protein n=29 Tax=Bifidobacteriales TaxID=85004 RepID=A1A062_BIFAA",1,295,4.02e-89,"0",NA,"multispecies: voc family protein",NA,1.08e-99,288,"E","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily","-"
"SpeciesTaxid_1680.NC_008618.1_326","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_326.pdb.gz","NO","NO","A1A063","100","99.7","100","B","",NA,"UniRef90_A0A173X921 Rok family repressor n=76 Tax=root TaxID=1 RepID=A0A173X921_9BIFI",0.95,752,7.61e-243,"0","N-acetylglucosamine repressor",NA,NA,2.34e-272,745,"GK","transcriptional repressor of nag (N-acetylglucosamine) operon K02565","-"
"SpeciesTaxid_1680.NC_008618.1_327","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_327.pdb.gz","NO","NO","A0A2R4G1N2","100","99.8","100","B","",NA,"UniRef90_A1A064 MFS domain-containing protein n=71 Tax=Bacteria TaxID=2 RepID=A1A064_BIFAA",0.965,859,7.41e-279,"0",NA,"mfs transporter","ribitol transporter",0,841,"EGP","Major Facilitator Superfamily","-"
"SpeciesTaxid_1680.NC_008618.1_328","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_328.pdb.gz","NO","NO","A7A416","100","99.7","100","B","",NA,"UniRef90_R6PYE2 PKS_ER domain-containing protein n=44 Tax=Bacteria TaxID=2 RepID=R6PYE2_9BIFI",0.952,694,4.6e-223,"0","soraphen polyketide synthase A",NA,NA,1.55e-250,687,"C","Zinc-binding dehydrogenase","1.1.1.9"
"SpeciesTaxid_1680.NC_008618.1_329","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_329.pdb.gz","NO","NO","A1A066","100","99.7","100","B","",NA,"UniRef90_R6NRE2 HTH araC/xylS-type domain-containing protein n=52 Tax=Bacteria TaxID=2 RepID=R6NRE2_9BIFI",0.925,627,1.54e-200,"0","AraC family transcriptional regulator, activator of mtrCDE",NA,NA,2.31e-229,632,"K","helix_turn_helix, arabinose operon control protein","-"
"SpeciesTaxid_1680.NC_008618.1_330","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_330.pdb.gz","NO","NO","A1A067","100","99.9","100","B","acetaldehyde dehydrogenase / alcohol dehydrogenase ","1.2.1.10 1.1.1.1","UniRef90_A0A7V8KQG7 Aldehyde-alcohol dehydrogenase n=76 Tax=Terrabacteria group TaxID=1783272 RepID=A0A7V8KQG7_9BIFI",0.893,1692,0,"0","phosphonoacetaldehyde reductase",NA,NA,0,1761,"C","belongs to the iron- containing alcohol dehydrogenase family","1.1.1.1,1.2.1.10,1.2.1.81"
"SpeciesTaxid_1680.NC_008618.1_331","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_331.pdb.gz","NO","NO","A1A068","100","99","100","C","small subunit ribosomal protein S10",NA,"UniRef90_B8DW12 30S ribosomal protein S10 n=265 Tax=Bacteria TaxID=2 RepID=RS10_BIFA0",0.93,201,4e-57,"0",NA,"30s ribosomal protein s10","30s ribosomal protein s10",9.38e-66,200,"J","Involved in the binding of tRNA to the ribosomes","-"
"SpeciesTaxid_1680.NC_008618.1_332","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_332.pdb.gz","NO","NO","A0A087DLV0","100","99.5","100","B","large subunit ribosomal protein L3",NA,"UniRef90_A1A069 50S ribosomal protein L3 n=53 Tax=root TaxID=1 RepID=RL3_BIFAA",0.958,431,9.72e-135,"0",NA,"multispecies: 50s ribosomal protein l3","50s ribosomal protein l3",9.86e-151,424,"J","One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit","-"
"SpeciesTaxid_1680.NC_008618.1_333","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_333.pdb.gz","NO","NO","A1A070","100","99.5","100","B","large subunit ribosomal protein L4",NA,"UniRef90_A1A070 50S ribosomal protein L4 n=41 Tax=root TaxID=1 RepID=RL4_BIFAA",0.937,436,2.35e-136,"0",NA,"multispecies: 50s ribosomal protein l4","50s ribosomal protein l4",1.9e-152,429,"J","Forms part of the polypeptide exit tunnel","-"
"SpeciesTaxid_1680.NC_008618.1_334","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_334.pdb.gz","NO","NO","A0A1V8PP52","100","99","100","C","large subunit ribosomal protein L23",NA,"UniRef90_B8DW15 50S ribosomal protein L23 n=104 Tax=Bacteria TaxID=2 RepID=RL23_BIFA0",0.877,181,3.31e-50,"0",NA,"multispecies: 50s ribosomal protein l23","50s ribosomal protein l23",3.22e-62,191,"J","One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome","-"
"SpeciesTaxid_1680.NC_008618.1_335","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_335.pdb.gz","NO","NO","A0A076JGP9","100","99.6","100","B","large subunit ribosomal protein L2",NA,"UniRef90_B8DW16 50S ribosomal protein L2 n=289 Tax=root TaxID=1 RepID=RL2_BIFA0",0.919,533,1.22e-168,"0",NA,"multispecies: 50s ribosomal protein l2","50s ribosomal protein l2",1.4e-195,542,"J","One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity","-"
"SpeciesTaxid_1680.NC_008618.1_336","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_336.pdb.gz","NO","NO","A0A7Y0EUP4","100","98.9","100","C","small subunit ribosomal protein S19",NA,"UniRef90_A1A073 30S ribosomal protein S19 n=68 Tax=root TaxID=1 RepID=RS19_BIFAA",1,197,7.92e-56,"0",NA,"multispecies: 30s ribosomal protein s19","30s ribosomal protein s19",1.25e-63,194,"J","Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA","-"
"SpeciesTaxid_1680.NC_008618.1_337","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_337.pdb.gz","NO","NO","A0A072N753","100","99.2","100","C","large subunit ribosomal protein L22",NA,"UniRef90_B8DW18 50S ribosomal protein L22 n=138 Tax=Bacteria TaxID=2 RepID=RL22_BIFA0",0.857,214,3.69e-61,"0",NA,"multispecies: 50s ribosomal protein l22","50s ribosomal protein l22",2.3e-74,223,"J","The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome","-"
"SpeciesTaxid_1680.NC_008618.1_338","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_338.pdb.gz","NO","NO","A1A075","100","99.6","100","B","small subunit ribosomal protein S3",NA,"UniRef90_A1A075 30S ribosomal protein S3 n=83 Tax=Bacteria TaxID=2 RepID=RS3_BIFAA",0.903,505,3.05e-159,"0","small subunit ribosomal protein S3",NA,NA,3.86e-145,414,"J","Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation","-"
"SpeciesTaxid_1680.NC_008618.1_339","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_339.pdb.gz","NO","NO","A0A2G5PW12","100","99.3","100","C","large subunit ribosomal protein L16",NA,"UniRef90_B8DW20 50S ribosomal protein L16 n=232 Tax=Bacteria TaxID=2 RepID=RL16_BIFA0",0.936,275,5.29e-82,"0",NA,"multispecies: 50s ribosomal protein l16","50s ribosomal protein l16",2.32e-97,283,"J","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","-"
"SpeciesTaxid_1680.NC_008618.1_340","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_340.pdb.gz","NO","NO","S6CPT7","100","98.8","100","C","large subunit ribosomal protein L29",NA,"UniRef90_A0A087ANN4 50S ribosomal protein L29 n=51 Tax=Bacteria TaxID=2 RepID=A0A087ANN4_9BIFI",0.851,152,1.87e-40,"0",NA,"50s ribosomal protein l29","50s ribosomal protein l29",4.09e-50,159,"J","Belongs to the universal ribosomal protein uL29 family","-"
"SpeciesTaxid_1680.NC_008618.1_341","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_341.pdb.gz","NO","NO","A0A076JFD0","100","98.9","100","C","small subunit ribosomal protein S17",NA,"UniRef90_A1A078 30S ribosomal protein S17 n=90 Tax=Bacteria TaxID=2 RepID=RS17_BIFAA",0.942,172,1.93e-47,"0",NA,"multispecies: 30s ribosomal protein s17","30s ribosomal protein s17",5.75e-55,171,"J","One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA","-"
"SpeciesTaxid_1680.NC_008618.1_342","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_342.pdb.gz","NO","NO","A0A2G5Q5X4","100","99.2","100","C","large subunit ribosomal protein L14",NA,"UniRef90_B8DW23 50S ribosomal protein L14 n=222 Tax=Bacteria TaxID=2 RepID=RL14_BIFA0",0.918,237,4.7e-69,"0",NA,"multispecies: 50s ribosomal protein l14","50s ribosomal protein l14",6.52e-80,237,"J","Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome","-"
"SpeciesTaxid_1680.NC_008618.1_343","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_343.pdb.gz","NO","NO","A0A3D1TPS6","100","99.1","100","C","large subunit ribosomal protein L24",NA,"UniRef90_B8DW24 50S ribosomal protein L24 n=99 Tax=Bacteria TaxID=2 RepID=RL24_BIFA0",0.848,197,1.46e-55,"0",NA,"multispecies: 50s ribosomal protein l24","50s ribosomal protein l24",5.41e-67,204,"J","One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit","-"
"SpeciesTaxid_1680.NC_008618.1_344","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_344.pdb.gz","NO","NO","A0A564VJM3","100","99.5","100","B","large subunit ribosomal protein L5",NA,"UniRef90_A1A081 50S ribosomal protein L5 n=188 Tax=Bacteria TaxID=2 RepID=RL5_BIFAA",0.954,383,1.69e-118,"0",NA,"multispecies: 50s ribosomal protein l5","50s ribosomal protein l5",6.8e-133,377,"J","This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits","-"
"SpeciesTaxid_1680.NC_008618.1_345","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_345.pdb.gz","NO","NO","W4N710","100","98.4","100","C","small subunit ribosomal protein S14",NA,"UniRef90_A1A082 30S ribosomal protein S14 type Z n=73 Tax=Terrabacteria group TaxID=1783272 RepID=RS14Z_BIFAA",0.997,131,1.5e-33,"0",NA,"multispecies: type z 30s ribosomal protein s14","30s ribosomal protein s14 type z",3.01e-39,130,"J","Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site","-"
"SpeciesTaxid_1680.NC_008618.1_346","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_346.pdb.gz","NO","NO","A0A087DLW4","100","99.2","100","C","small subunit ribosomal protein S8",NA,"UniRef90_Q8G404 30S ribosomal protein S8 n=232 Tax=Bacteria TaxID=2 RepID=RS8_BIFLO",0.956,267,1.52e-79,"0","small subunit ribosomal protein S8",NA,NA,5.82e-90,263,"J","One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit","-"
"SpeciesTaxid_1680.NC_008618.1_347","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_347.pdb.gz","NO","NO","R5GUX0","100","99.4","100","B","large subunit ribosomal protein L6",NA,"UniRef90_A1A084 50S ribosomal protein L6 n=26 Tax=Bifidobacterium TaxID=1678 RepID=RL6_BIFAA",0.959,363,7.08e-112,"0",NA,"multispecies: 50s ribosomal protein l6","50s ribosomal protein l6",2.5e-125,357,"J","This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center","-"
"SpeciesTaxid_1680.NC_008618.1_348","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_348.pdb.gz","NO","NO","A0A3D1TP64","100","99.2","100","C","large subunit ribosomal protein L18",NA,"UniRef90_A1A085 50S ribosomal protein L18 n=30 Tax=Bifidobacteriales TaxID=85004 RepID=RL18_BIFAA",0.912,237,4.93e-69,"0",NA,"multispecies: 50s ribosomal protein l18","50s ribosomal protein l18",1.94e-77,231,"J","This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance","-"
"SpeciesTaxid_1680.NC_008618.1_349","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_349.pdb.gz","NO","NO","A0A1X3A5P9","100","99.6","100","B","small subunit ribosomal protein S5",NA,"UniRef90_A1A086 30S ribosomal protein S5 n=43 Tax=Bifidobacteriales TaxID=85004 RepID=RS5_BIFAA",0.863,433,7.49e-135,"0","small subunit ribosomal protein S5",NA,NA,2.5e-135,387,"J","Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body","-"
"SpeciesTaxid_1680.NC_008618.1_350","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_350.pdb.gz","NO","NO","R5H496","100","98.4","100","C","large subunit ribosomal protein L30",NA,"UniRef90_A1A087 50S ribosomal protein L30 n=29 Tax=Bifidobacterium TaxID=1678 RepID=RL30_BIFAA",0.95,122,1.52e-30,"0",NA,"multispecies: 50s ribosomal protein l30","50s ribosomal protein l30",2.62e-35,120,"J","Ribosomal protein L30p/L7e","-"
"SpeciesTaxid_1680.NC_008618.1_351","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_351.pdb.gz","NO","NO","A0A087DLW9","100","99.3","100","C","large subunit ribosomal protein L15",NA,"UniRef90_A1A088 50S ribosomal protein L15 n=36 Tax=Bifidobacterium TaxID=1678 RepID=RL15_BIFAA",0.926,289,9.44e-87,"0",NA,"multispecies: 50s ribosomal protein l15","50s ribosomal protein l15",9.22e-97,282,"J","binds to the 23S rRNA","-"
"SpeciesTaxid_1680.NC_008618.1_352","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_352.pdb.gz","NO","NO","R5GQC0","100","99.8","100","B","preprotein translocase subunit SecY",NA,"UniRef90_A0A076JLA2 Protein translocase subunit SecY n=84 Tax=Bacteria TaxID=2 RepID=A0A076JLA2_BIFAD",0.939,878,4.28e-285,"0","preprotein translocase subunit SecY",NA,NA,1.31000000082718e-315,860,"U","The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently","-"
"SpeciesTaxid_1680.NC_008618.1_353","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_353.pdb.gz","NO","NO","A1A090","100","99.5","100","B","adenylate kinase ","2.7.4.3","UniRef90_A0A076JKM8 Adenylate kinase n=43 Tax=Bacteria TaxID=2 RepID=A0A076JKM8_BIFAD",0.939,368,1.64e-113,"0","UMP-CMP kinase [EC:2.7.4.14]",NA,NA,8.95e-127,361,"F","Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism","2.7.4.3"
"SpeciesTaxid_1680.NC_008618.1_354","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_354.pdb.gz","NO","NO","A0A1V8Q536","100","98.6","100","C","translation initiation factor IF-1",NA,"UniRef90_A1A091 Translation initiation factor IF-1 n=154 Tax=root TaxID=1 RepID=IF1_BIFAA",0.956,147,6.01e-39,"0",NA,"multispecies: translation initiation factor if-1","translation initiation factor if-1",7.21e-45,145,"J","One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex","-"
"SpeciesTaxid_1680.NC_008618.1_355","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_355.pdb.gz","NO","NO","A0A1V8PP78","100","97.4","100","C","large subunit ribosomal protein L36",NA,"UniRef90_A1A092 50S ribosomal protein L36 n=183 Tax=Bacteria TaxID=2 RepID=RL36_BIFAA",1,81,9.83e-17,"0",NA,NA,NA,6.26e-20,79.7,"J","Belongs to the bacterial ribosomal protein bL36 family","-"
"SpeciesTaxid_1680.NC_008618.1_356","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_356.pdb.gz","NO","NO","A0A6I1GGX3","100","99.2","100","C","small subunit ribosomal protein S13",NA,"UniRef90_A1A093 30S ribosomal protein S13 n=231 Tax=Bacteria TaxID=2 RepID=RS13_BIFAA",0.938,248,5.71e-73,"0",NA,"multispecies: 30s ribosomal protein s13","30s ribosomal protein s13",1.46e-82,244,"J","Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits","-"
"SpeciesTaxid_1680.NC_008618.1_357","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_357.pdb.gz","NO","NO","B6XWT7","100","99.2","100","C","small subunit ribosomal protein S11",NA,"UniRef90_A1A094 30S ribosomal protein S11 n=239 Tax=Bacteria TaxID=2 RepID=RS11_BIFAA",0.919,256,1.45e-75,"0",NA,"multispecies: 30s ribosomal protein s11","30s ribosomal protein s11",3.12e-85,251,"J","Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome","-"
"SpeciesTaxid_1680.NC_008618.1_358","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_358.pdb.gz","NO","NO","A1A095","100","99.7","100","B","DNA-directed RNA polymerase subunit alpha ","2.7.7.6","UniRef90_A1A095 DNA-directed RNA polymerase subunit alpha n=294 Tax=Terrabacteria group TaxID=1783272 RepID=RPOA_BIFAA",0.955,668,1.88e-214,"0","DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]",NA,NA,7.81e-237,651,"K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","2.7.7.6"
